Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
entah kenapa gue jijik lihat wakil rakyat di dewan perwakilan rakyat apalagi sih fadil apes efek baca berita mantan koruptor boleh mencalonkan anggota legislatif gembel nanti korupsi tiada akhir ,0,1,0,0,0,0,0,0,0,0,0,0
kalau bisa jadi bos presiden untuk apa jadi presiden ,0,0,0,0,0,0,0,0,0,0,0,0
 lama lama berita ada bom dan teroris jadi terdengar biasa kalau sepe i ini kemarin lusa di wilayah surabaya barat katanya ada penggerebekan terduga teroris tapi kucari beritanya di internet enggak ada padahal di lokasi pada heboh berita,0,0,0,0,0,0,0,0,0,0,0,0
 ya tidak bolehlah kan partai komunis indonesia atau komunis dengan simbolnya dilarang oleh pemerintah apapun cara dan alasannya that dak dapat ditoleransi xf0 x9f x92 x80 xf0 x9f x98 xa1 xf0 x9f x98 xa1 ,0,0,0,0,0,0,0,0,0,0,0,0
 apa masuk sini setan ,1,1,1,0,0,0,0,0,1,1,0,0
amin rais dan prabowo mengotot membicarakan rohingya biar di kata pahlawan padahal ada maunya,1,0,1,0,0,0,0,0,1,1,0,0
komisi pemberantasan korupsi gelar program pilihan kepala daerah berintegritas,0,0,0,0,0,0,0,0,0,0,0,0
 selamat datang setan ,1,1,1,0,0,0,0,0,1,1,0,0
 cebong kayak kamu tetap saja dongok abadi gampang dikibuli ,1,1,1,0,0,0,0,0,1,1,0,0
lagu indonesia itu memiliki karakteristik yang membuat aku tak bisa berpaling khas budaya orang indonesia hit indonesia juara by putri a via musik indonesia juara,0,0,0,0,0,0,0,0,0,0,0,0
kampret revisi haha uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
 benar pak untuk itu mari kita cintai produk kita sendiri agar membantu produk kita bisa bersaing di pasar global dan semoga yang menang nanti jadi gubernur sumatra utara bisa menjadikan sumatra utara ini lebih baik baik di bidang peradangan dan lain lain ,0,0,0,0,0,0,0,0,0,0,0,0
yang ancam mau lengserkan jokowi bukan front pembela islam tapi alumni 212 lagian apa ada undang undang yang mengatur kalau mau lengserkan jokowi harus permisi dulu ke pendukungnya,1,0,1,0,0,0,0,0,1,1,0,0
5 apa saja tantangan yang pernah dihadapi aku chat,0,0,0,0,0,0,0,0,0,0,0,0
ab adalah seorang yang periang murah senyum tidak pernah ragu ragu dan ceria,0,0,0,0,0,0,0,0,0,0,0,0
 mukanya kayak meminta tolong anjir ,0,1,0,0,0,0,0,0,0,0,0,0
 tidak anjir ,0,1,0,0,0,0,0,0,0,0,0,0
 jangan bikin gue manusia homo lagi ros v rasanya ingin jadi chanyeol nih wkwk ,0,1,0,0,0,0,0,0,0,0,0,0
ya ampun bentar lagi sampai jakarta apakah ini mimpi burik ,0,0,0,0,0,0,0,0,0,0,0,0
 ada beberapa kali aku melihat tellernya lagi mengurus mata uang asing begitu cuma aku tak tau mengomongnya bagaimana coba tanya ke pak satpam saja sebelum ambil nomor antre biasanya suka ada pak satpamnya kok kalau mau ambil nomor ,0,0,0,0,0,0,0,0,0,0,0,0
sebagian katak ge er bahwa isu ini memang untuk menjatuhkan rezim namun isu ini adalah kerja intelijen mengonter pergerakan komunis ,1,0,0,1,0,1,0,0,0,0,1,0
 haha itu bukan sipit tapi tidak bisa melek ,0,0,0,0,0,0,0,0,0,0,0,0
 pe anyaan saya adakah syariat islam yang mengajarkan bom bunuh diri dimanapun itu ,0,0,0,0,0,0,0,0,0,0,0,0
 haha kafir plonga plongo nih muka banci salon xf0 x9f x98 x82 xf0 x9f xa4 xa3 xf0 x9f x98 x85 xf0 x9f x98 x86 uniform resource locator,1,1,1,0,1,0,1,1,0,1,0,0
 itu cebong baru menetas 7 hari mana dia tahu pak rr ,1,1,1,0,0,0,0,0,1,1,0,0
lengserkan jokowi rekan gagal dalam memerintah,1,0,1,0,0,0,0,0,1,0,0,1
 eyang jangan diam diam menahan tai ,0,0,0,0,0,0,0,0,0,0,0,0
bisa jadi warga negara di indonesia itu seharusnya anda bangga nini malah bilang soekarno partai komunis indonesia xe2 x80 x94 benar benar marah ,0,0,0,0,0,0,0,0,0,0,0,0
 islam nusantara harus ada untuk menolak sunni wahabisme dan salafisme dan juga liberalisme pluralisme yang bekerja sama dengan yahudi dan as ,0,0,0,0,0,0,0,0,0,0,0,0
 cair lah kamu ya anjing syiah kenyang kamu makan uang rezim partai komunis indonesia dasar syiah haram jadah kamu anjing xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,1,1,1,0,1,0,0,0,0,1,0,0
 amin mungkin bisa diawali dengan pilihan kepala daerah 2018 jangan pilih calon dari pak ai pak ai pengusungnya puncaknya di 2019 ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
 ingin ngesaltyin kamori iya tapi takut di gigit sama antek anteknya yang vampir xf0 x9f x98 x82 ,0,0,0,0,0,0,0,0,0,0,0,0
aduh dek jackson sama temannya ini sama sama berengsek ya uniform resource locator,1,1,0,1,0,0,0,0,1,0,1,0
 banyak industri tapi orang cina yang kerja wkwk ,0,0,0,0,0,0,0,0,0,0,0,0
seruannya tidak rasional bubarkan partai komunis indonesia ganyang partai komunis indonesia memang ini tahun jebot tidak sadar ini era terbuka,1,0,1,0,0,0,0,0,1,1,0,0
terkelu enggaklah ada fact yang dia sendiri tak tau berjangkit sampai ke yahudi sejarah nabi amp agama semoga dapat hidayah ,0,0,0,0,0,0,0,0,0,0,0,0
subhanallah saat mahasiswa lembaga kajian keuangan nasional aksi diam amp lebih boros padahal negeri lagi sakit hutang be ambah rupiah hancur bahan bakar minyak listrik naik diam diam tengah malam impor naik tenaga kerja asing mengambil seluruh kesempatan kerja dan alhamdulillah masih ada badan eksekutif mahasiswa yang terus suarakan 2019,0,0,0,0,0,0,0,0,0,0,0,0
uji kompetensi visi amp misi di handapan para panelis bagaimanakah peluang djarot saiful hidayat amp syiar sitorus di pilihan kepala daerah sumatra utara 2018 saksikan kandidat bicara kamis ppl 19 30 waktu indonesia bagian barat di bersama zilvia iskandar indonesia,0,0,0,0,0,0,0,0,0,0,0,0
inilah pemimpin pemimpin yang membuat negara berma abat gubernur serasa presiden ,0,0,0,0,0,0,0,0,0,0,0,0
 wkwk budaya turun temurun ,0,0,0,0,0,0,0,0,0,0,0,0
bangga lihat gubernur indonesia ini bismillah ya pak anies presiden 2019,0,0,0,0,0,0,0,0,0,0,0,0
 haha gubernur rasa presiden saya sangat bangga ,0,0,0,0,0,0,0,0,0,0,0,0
coba dicek struktur tim kampanyenya anies sandi yang jelas asma dewi ini wakil bendahara aksi 212,1,0,1,0,0,0,0,0,1,1,0,0
 biarkan saja apa meladeni banci ,0,1,0,0,0,0,0,0,0,0,0,0
 ketololan yang hakiki ditampilkan cebong iq dua ratus kalah menyolot tolol yang tidak bisa diobati xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,1,1,0,1,0,0,0,0,1,0,1,0
 selamat pak aher tanpa gembar gembor amp bawa media kemana mana tiba tiba sudah jadi saja itu bandara di ini baru gubernur,0,0,0,0,0,0,0,0,0,0,0,0
kita di sibukkan dengan feeepo ada yang serius pelototi perusahaan cina yang menambang nikel di morowali sulawesi tengah ber ribu ribu tenaga kerja asing uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
 begini nih kalau orang keluar dari memek perek kenapa kamu tidak senang gue bilang begitu emak kamu perek ketemuan ayo ,1,1,0,1,0,0,0,1,0,0,1,0
sebenarnya badanmu kuliah ikut dibohongi dosen sama fakultas besok kalau sudah lulus kuliah km akan memimpin negara pak pak tung presiden punya anak ingin anaknya sepe i dia begitupun dosen punya ,0,0,0,0,0,0,0,0,0,0,0,0
airlangga masih malu malu maju sebagai calon wakil presiden dampingi jokowi,0,0,0,0,0,0,0,0,0,0,0,0
 guru kimia gue dulu rumusnya memang begini jangan bertanya orang kebanyakan bertanya tar jadi ateis dan kenapa hubungannya bambang ,0,0,0,0,0,0,0,0,0,0,0,0
 2 alternatif kalau tidak kayak ya jadi dungu kayak cebong xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,1,1,1,0,0,0,0,0,1,1,0,0
menyoal wacana pilihan kepala daerah tidak langsung ilustrasi pekerja memasang alat peraga kampanye apakah dua pasangan calon pese a pilihan kepala daerah padang 2018 yang disediakan komisi pemelihan umum di ulak karang padang sumatra barat senin 26 3 pemerintah bersama dewan perwakilan rakyat menggulirkan wacana revi ,0,0,0,0,0,0,0,0,0,0,0,0
ingin pakai kacamata tapi mataku sipit nanti tenggelam tidak ya ,0,0,0,0,0,0,0,0,0,0,0,0
mengapa mereka gigih memperjuangkan 2 periode teringat cerita relawan ya karena setiap proyek yang masuk mereka merasakan nama ya fee jadi tidak dipungkiri lagi andai rezim ini runtuh maka penjilat penjilat itu akan miskin mungkin juga di bui 2019 ganti presiden ,1,0,0,1,0,0,0,0,1,0,1,0
di masyarakat yang hanya percaya pada hitam putih dunia ini tidak akan ada yang percaya kalau ada agamawan yang komunis perokok yang mendukung larangan merokok dan pekerja keras yang tidak sukses quotesmuke ,0,0,0,0,0,0,0,0,0,0,0,0
 cont dan atau berkenalan dengan orang asing ia tak akan banyak berbicara sampai menemukan satu kecocokan dengan orang tersebut yang akhirnya membukakan pintu hatinya untuk terbuka se a berbicara panjang sepe i ketika hyura bersama relasi atau cont,0,0,0,0,0,0,0,0,0,0,0,0
lie tju siswi kelas 6b sekolah dasar katolik karya yosef istrinya ronaldo pardede yang sah ,0,0,0,0,0,0,0,0,0,0,0,0
pltl maaf rl ada yang kristen mau masuk grup direct message ,0,0,0,0,0,0,0,0,0,0,0,0
 kita berharap ekonomi kita tidak terpengaruh oleh hiruk pikuk politik dan angka kemiskinan bisa menurun,0,0,0,0,0,0,0,0,0,0,0,0
 tenggelamkan itu bocah kepalanya korengan yang maha sombong selangit menangislah kamu keparat dalam waktu secepatnya ,1,1,1,0,0,0,1,0,0,1,0,0
 kalau di bubarkan terus siapa yang memebrantas korupsi pak jelas korupsi merajalela apalagi di dewan perwakilan rakyat ,1,0,0,1,0,0,0,0,1,0,1,0
 penguasa karena mereka memiliki semuanya dan bisa mengontrol lewat aparat alat sampai keparat cebong dungu ,1,1,0,1,0,0,0,0,1,0,1,0
 xc2 xab buaya model baru mulutnya kebanyakan makan gula ,0,0,0,0,0,0,0,0,0,0,0,0
 gubernur koruptor maksud kamu rumah sakit sumber waras reklamasi itu kerakusan sih ahok ,1,0,1,0,0,0,0,0,1,1,0,0
 memang bangkai xf0 x9f x98 x82 ,1,1,1,0,0,0,0,0,1,1,0,0
 sarap sakit jiwa manja tidak jelas kangenan cemburuan tidak apa apa kok koding perhatian my 1 fan b xe2 x80 xa6 ,0,1,0,0,0,0,0,0,0,0,0,0
agar mimpi menjadi nyata,0,0,0,0,0,0,0,0,0,0,0,0
pada sabtu 21 4 2018 pagi masyarakat adat badui akan kembali melanjutkan perjalanan menuju kantor gubernur banten di kawasan pusat pemerintahan provinsi banten kawasan pusat pemerintahan provinsi banten di curug kota serang seba baduy 2018 direct message,0,0,0,0,0,0,0,0,0,0,0,0
 kacau dibuat kampanye memang negara kakek nya 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
bajingan sekali kok sopirnya itu maaf enggak pantas disebut driver karena driver sifatnya universal kasihan yang lain yang sudah kerja benar nanti kena kita ganti selanjutnya jadi bangsat saja ,1,1,1,0,0,0,0,0,1,1,0,0
jokowi meminta masyarakat beralih memakai mata uang tiongkok 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
budek anjir uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
 terus pm malaysia itu menyindir jokowi lalu dia ikan menyerang jokowi hehe,1,0,1,0,0,0,0,0,1,1,0,0
partai komunis indonesia akan bangkit,1,0,0,1,0,1,0,0,0,0,1,0
 lo katanya dibiayai 4 bank asing atau aku salah info ,0,0,0,0,0,0,0,0,0,0,0,0
 pak apa program program untuk tenaga kerja indonesia saya jurnalis koran berita indonesia di hong kong ,0,0,0,0,0,0,0,0,0,0,0,0
 najis zu aman yang banyak satpam kamu meminta gidaf lah biar masuk lagi ,1,1,1,0,0,0,0,0,1,1,0,0
 berisik duo manusia homo ,1,1,1,0,0,0,0,1,0,1,0,0
 ambil sapu lidi biar kita bubarkan itu panitia khusus komisi pemberantasan korupsi,1,0,0,1,0,0,0,0,1,0,1,0
ya allah gusti kenapa pada diam selain 2019 ganti presiden ,1,0,0,1,0,0,0,0,1,0,1,0
 kamu adalah tidak budek cuma congean ,1,1,1,0,0,0,1,0,0,1,0,0
cocok 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
 apa dong bom atom ,0,0,0,0,0,0,0,0,0,0,0,0
tak ingin buru buru deklarasi prabowo masih ingin serap aspirasi ulama dan habib,0,0,0,0,0,0,0,0,0,0,0,0
 jaka a anti asing ,0,0,0,0,0,0,0,0,0,0,0,0
dulu mereka buat salah sekarang mereka ingin tebus kesalahan dan beri lah peluang tuan tuan dan cuma satu saja tuan tuan jangan bergantung harap sangat orang kata jangan taksub ada juga kata waduh buta dan sebab itu perlu ada yang kritik amp bangkang tapi bila kritik,0,0,0,0,0,0,0,0,0,0,0,0
 saya bukan bani cebong dan bani serbet masnya mengajak ribut ,1,1,1,0,0,0,0,0,1,1,0,0
 partai komunis indonesia yang mau merusak islam bahaya ,1,0,0,1,0,1,0,0,0,0,1,0
belum bisa maju sih penjilat kotoran ahok ini guntur romli tuding asma dewi terkait anies sandi uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
 aku pernah kak beli barang dari cina di shopee terus ada yang tidak ada di paket aku tanyakan kan penjualnya mau ngerefund akhirnya di refund tapi kan akunya rugi di ongkos kirim apalagi ini barang jualan masing masing harga jual sudah digabung sa,0,0,0,0,0,0,0,0,0,0,0,0
 coba bersikap bodoh amat sama hal yang tidak penting dari hidup kamu kalau kamu buat kesalahan tidak apa apa kamu manusia xe2 x80 xa6 ,0,0,0,0,0,0,0,0,0,0,0,0
setiap kali prof membalas para akun akun yang be eriak mencaci amp melabeli beliau dengan kafir liberal jil dan lain lain saya hanya punya satu rasa penasaran bagaimana wajah para manusia di balik akun tersebut melihat jawaban profesor yang kalem amp sangat berb,0,0,0,0,0,0,0,0,0,0,0,0
 jangan memaksa rakyat berpikir jika para teroris itu bisa di pesan oleh para politisi buat undang undang yang berguna untuk rakyat bukan berguna untuk para keparat untuk itu anda di gaji xf0 x9f x98 xac ,1,1,0,1,0,0,0,0,1,0,1,0
memek becek terus ,0,1,0,0,0,0,0,0,0,0,0,0
 jiahahahhh sih bencong idiot galau apa mengeper nih ketahuan sering menyebarkan berita fitnah maklum sih gue sama bencong turunan gerwani surat pemberitahuan tahunan kamu itu cong tidak fitnah tidak makan kan sama surat pemberitahuan tahunan pekerjaan kamu yang suka mangkal di emperan hihi ,1,1,1,0,0,0,1,1,0,1,0,0
diminta sebagai saksi meringankan di persidangan surat pertanggungjawaban fiktif gubernur sumbar tidak datang,0,0,0,0,0,0,0,0,0,0,0,0
sampai sekarang aku tak jumpa lagi maklumat pasal bangsa yang ada parut kat muka dia perempuan cam kesan torehan pisau sama ada itu budaya untuk kecantikan atau ritual agama mazhab mereka padahal mereka islam,0,0,0,0,0,0,0,0,0,0,0,0
 haha dengan tidak langsung mengakui ya beliau memang pinokio masih mau memilih dia jadi presiden kalau iya bera i anda cebong dungu,1,1,1,0,0,0,0,0,1,1,0,0
 itu urusan dia korupsi urusan polisi tetapi kalau agama urusan kita sama tuhan saya angkat jempol sama bagi zumiiiii ,0,0,0,0,0,0,0,0,0,0,0,0
 anti barat itu mereka lebih cenderung ke kiri komunis surat pemberitahuan tahunan rusia zamannya soekarno condong ke rusia kalau tidak salah correct me if i am wrong ,0,0,0,0,0,0,0,0,0,0,0,0
 saya sekolah dasar di papua minoritas protestan tapi boleh pakai jilbab kalau pelajaran agama misalnya kelas 3a dan 3b yang islam disatukan satu kelas yang protestan sekelas sendiri yang katolik sendiri hindu buddha main jam kosong dipindah setiap hari,0,0,0,0,0,0,0,0,0,0,0,0
 cebong kamu benarkan cd saja kon bisa xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,1,1,1,0,0,0,0,0,1,1,0,0
para antek komunis di yayasan lembaga bantuan hukum indonesia sedang bermain memainkan korban,1,0,0,1,0,1,0,0,0,0,1,0
 soalnya agama kami dan iman kami tidak perlu dibela dan tidak ada penistaan agama dosa dan tidak adalah milik sih maha pencipta dunia mengampuni dengan kasih adalah yang terbaik ,0,0,0,0,0,0,0,0,0,0,0,0
 tiada hari tanpa membicarakan kunyuk xf0 x9f x91 x89 xf0 x9f x91 x88 sudah punya kuota kan iya pasti sudah punya ,0,1,0,0,0,0,0,0,0,0,0,0
khofifah indar parawansa emil dardak dan saifullah yusuf gus ipul puti guntur soekarno beradu gagasan se a program dalam debat pe sama pilihan kepala daerah jawa timur yang diselenggarakan oleh komisi pemilihan umum daerah jawa timur ,0,0,0,0,0,0,0,0,0,0,0,0
calon presiden 2019 trump itu dangkal dan bodoh jokowi itu sinting dan kalau saya jadi presiden korupsi hilang di negara ini ,1,1,1,0,0,0,0,0,1,1,0,0
 sombong banyak bacot awak rupe macam monyet awak bercakap itu pakai akal sikit ada masanya orang tersinggung anjing ,1,1,1,0,0,0,1,0,0,1,0,0
nah junjungan kita nabi agung muhammad saw saja begitu tidak mengajarkan orang islam untuk marah marah islam itu ramah bukan marah ikut gus mus,0,0,0,0,0,0,0,0,0,0,0,0
 bacot kamu min sinyal busuk tidak bisa di pakai apa apa ,1,1,0,1,0,0,0,0,1,0,1,0
 anda kalau merasa tersinggung jangan koar koar di twitter laporkan sana ke kepolisian republik indonesia paling juga ditolak orang deliknya tidak jelas kok agama yang mana waktu ahok menista,1,0,1,0,0,0,0,0,1,1,0,0
iya jadi begitu ya monyet anjing gue gampar kamu lama lama kesal jadinya astagfirullah hal azim tidak boleh berbicara kasar maafkan tiga kali ngentot uniform resource locator,1,1,1,0,0,0,0,1,0,1,0,0
 kan memang idiot bagaimana sih ,1,1,1,0,0,0,0,0,1,1,0,0
matanajwadebatjaka a sih cina babi ahok belum banget sok pintar banget lagi asal bukan ahok,1,1,1,0,0,1,0,0,0,1,0,0
 debat final pemilihan kepala daerah jakarta mampuuuusssssss empok silvy ,1,1,1,0,0,0,0,0,1,1,0,0
hari ini sabtu 21 4 2018 pagi masyarakat adat badui kembali melanjutkan perjalanan menuju kantor gubernur banten di kawasan pusat pemerintahan provinsi banten kawasan pusat pemerintahan provinsi banten di curug kota serang seba baduy 2018,0,0,0,0,0,0,0,0,0,0,0,0
 itu cuma bacot doang gue yakin tidak akan berani melakukan ,0,1,0,0,0,0,0,0,0,0,0,0
 antara xe2 x80 x98mundur teratur xe2 x80 x99 dan xe2 x80 x98tahu diri xe2 x80 x99 dan seikhlasnya cewek tetap kalau cowoknya miskin mau bilang apa dan dan xe2 x80 x9caku menikahi kamu bukan karena kekayaan aku mas tetapi karena cinta ,0,0,0,0,0,0,0,0,0,0,0,0
 kamu juga sipit bank rakyat indonesia ,1,1,1,0,0,0,1,0,0,1,0,0
 beda sama rejim mukidi plonga plongo ,1,1,0,1,0,0,0,0,1,0,1,0
 ayo jenderal tebarkan pesonamu demi 2019 jangan lagi lah calonnya,1,0,1,0,0,0,0,0,1,1,0,0
waktu kita tanyakan tentang kurikulum kegiatan jurusan dan lain lain tentang sekolah tersebut ibu guru yang menerima kita memberikan cd gratissss tentang sekolah tersebut dan beliau bersudi hati mengajak kita keliling sekolah tersebut dan nama sekolahnya sekolah menengah kejuruan katolik santo michael ,0,0,0,0,0,0,0,0,0,0,0,0
 tidak akan masuk ke otak bong mereka dungu permanen xf0 x9f x98 x82 xf0 x9f xa4 xa3 xf0 x9f x98 x82 xf0 x9f xa4 xa3 ,1,1,0,1,0,0,0,0,1,0,1,0
 peluk dulu sebelum ambil bom nya eh takjilnya ,0,0,0,0,0,0,0,0,0,0,0,0
 wah paham betul jawa timur kok tidak jadi penasihat gubernur toh mas kok malah buruh pabrik sayang potensimu mas eh,1,0,1,0,0,0,0,0,1,1,0,0
 lagi tunangan sama aku di cina ,0,0,0,0,0,0,0,0,0,0,0,0
 lah di padang yang sekolah negeri dan beberapa swasta kecuali sekolah swasta kristen katolik mau islam kayak tidak kayak yang ceweknya harus pakai jilbab tiap hari karena seragam sekolahnya berjilbab wkwk dan ini tidak cuma sama tapi dari sekolah dasar sampai j,0,0,0,0,0,0,0,0,0,0,0,0
otaknya kalau dijual pasti mahal harganya karena tidak pernah dipakai alias masih mulus,0,0,0,0,0,0,0,0,0,0,0,0
 waduh yang begini mending bikin google borang saja takutnya yang ngerap diusili sama cowok cowok bejat ,0,0,0,0,0,0,0,0,0,0,0,0
gue punya hipotesis kalau nama asli kerajaan padjadjaran itu padjadjaran secara kan kerajaan hindu jadi ada corak corak india begitu pakai v hipotesis lo ,0,0,0,0,0,0,0,0,0,0,0,0
tak perlu kita beriman kepada yang fiksi apa disampaikan oleh para ulama kiai ustaz di dalam ceramahnya itu semua fiksi ayat nya fiksi semua bukan begitu pak ,1,0,1,0,0,0,0,0,1,1,0,0
modar dikasih cuping mulu sama deandra ,0,1,0,0,0,0,0,0,0,0,0,0
penyesalan hasrini setelah anak dan menantu hilang 3 bulan ikut gerakan fajar nusantara belum sadar menyesal ditipu islam ,1,0,0,1,1,0,0,0,0,0,1,0
kalian bubarkan komisi pemberantasan korupsi kami bubarkan wakil rakyat uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0
 tak tau deh mimpi doang kayaknya sudah lupa gue cuma bagian ketemu kunti banyak nya itu yang ingat ,0,0,0,0,0,0,0,0,0,0,0,0
berengsek nih handphone di cas tadi sore tidak mau penuh penuh juga baterai nya ,0,1,0,0,0,0,0,0,0,0,0,0
 ,1,1,1,0,0,0,0,0,1,1,0,0
3 presiden menyampaikan bahwa dalam waktu dekat ini akan digelar 171 pemilihan kepala daerah pilihan kepala daerah secara serentak baik pilihan kepala daerah gubernur bupati dan wali kota jokowi ajak ulama sejukkan pemilihan kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0
 p,0,0,0,0,0,0,0,0,0,0,0,0
 fantom itu baru tepat buat all role meskipun dongok di dog fighting dan nbut i will take phantom other tahan fishbed dan yang cuma punya 15 menit waktu be empur ,0,1,0,0,0,0,0,0,0,0,0,0
wah wah temuan yang luar biasa indikasi manipulasi suara luar biasa,0,0,0,0,0,0,0,0,0,0,0,0
 cinta itu buta bisu dan lumpuh karena kamu sudah bawa separuh jiwa aku ,0,0,0,0,0,0,0,0,0,0,0,0
buta greetings bagaimana dong hehe ,0,0,0,0,0,0,0,0,0,0,0,0
 mau selebriti tadi kelakuan kayak tai dan tidak disukai orang teman tipe panjat sosial ini bakal tetap menunggangi foto bareng mengobrol bareng bahkan kalau tidak menyambung sekalipun dan berbeda dengan fan ya panjat sosial ini suka sama kamu buat menunggangi arus yang dia pikir,1,1,1,0,0,0,0,0,1,1,0,0
ini baru berita ppp tolak pencalonan presiden jokowi 1 baru didukung partai demokrasi indonesia perjuangan ppp tolak jokowi menjadi presiden dua periode pak ai persatuan pembangunan ppp kubu bermain disc jockey fariz dengan tegas menolak jokowi kembali memimpin indonesia untuk dua periode ,0,0,0,0,0,0,0,0,0,0,0,0
hidup ini kadang di atas dan kadang di bawah kadang ayam menginjak tai kita kadang kita menginjak tai ayam ,0,0,0,0,0,0,0,0,0,0,0,0
kalian mau menyindir kalian sudah cek beberapa kader lain yang isteri nya lebih dari satu gila ya kader sekarang sudah masuk bab pembahasan jumlah isteri ,0,0,0,0,0,0,0,0,0,0,0,0
 roslan sari itu yang mu ada dan kafir xf0 x9f x91 x8dmenyokong ton mamak melalak dengan ct kasim sebelum pru 14 request lesen lgbt xf0 x9f x98 x94terang xc2 xb2 bahalol itu menolak allah ,1,1,1,0,1,0,0,0,0,1,0,0
kata presiden susilo bambang yudhoyono dana anggaran tidak cukup bikin gas abdullah gymnastiar kata aku akibat korupsi anggaran jadi tidak bisa bikin gas investor bikin gas,1,0,1,0,0,0,0,0,1,1,0,0
4 hal ketiga yang ingin dibahas presiden dalam ratas kali ini yakni sisi promosi untuk asian games 2018 baik di media media lokal maupun di media media internasional ,0,0,0,0,0,0,0,0,0,0,0,0
organisasi masyarakat radikal front pembela islam huh hati harus dibubarkan kalau yang radikal anti bineka anti cina kristen tidak bisa disadarkan usir saja ke suriah suruh gabung isis,1,0,0,1,1,0,0,0,0,0,0,1
haha matamu picek a ,1,1,1,0,0,0,1,0,0,1,0,0
 nanti kita kembalikan lagi marwah kampus setelah rejim biadab ini nyungsep dan amin ,1,1,1,0,0,0,0,0,1,1,0,0
 asing yang bajingan surat pemberitahuan tahunan ahok bese a kroni xc2 xb2 nya perlu di anti kan ,1,1,0,1,0,1,0,0,0,0,1,0
 sekalipun dalam hal permasalahan agama tidak sepatutnya mengatasnamakan agama sebagai cover untuk memerkarakan seseorang ,0,0,0,0,0,0,0,0,0,0,0,0
apa islam yang hina layak diikuti menteri agama gerakan fajar nusantara tak layak diikuti masyarakat,1,1,0,1,1,0,0,0,0,0,1,0
 di situ menandakan kedunguan kamu mengurusi perusahaan pribadinya saja tidak becus bagaimana mau mengurusi negara yang lebih besar by the way pajaknya sudah dibayar belum wkwk kampret dongok ,1,1,1,0,0,0,0,0,1,1,0,0
karakter kakak ujian nasional yang mendeskripsikan karakter luhan adalah xe2 x80 x9craja monyet di dragon ball xe2 x80 x9d karena mereka berdua memiliki rasa keadilan xd ,0,0,0,0,0,0,0,0,0,0,0,0
 saya tahu susilo bambang yudhoyono genius politik tetapi apakah susilo bambang yudhoyono sebegitu kuat pengaruhnya sampai sekarang atau guru punya agenda lain,1,0,1,0,0,0,0,0,1,1,0,0
birokrasi birokrasi apa ikut birokrat daerah mu podo amburadul lah bagaimana ojek online mengurusi pusat mu saja pak walah pak pak 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
perginya tenaga kerja asing diharapkan dapat menciptakan lowongan pekerjaan baru yang ditargetkan dapat mencapai 450 000 posisi di sektor swasta pada tahun 2020 khusus untuk warga saudi dan nurl uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
 yang perlu diputar film nya deklarator pak ai komunis indonesia dan nama ketua nya asalnya komunis cina soviet,1,0,0,1,0,1,0,0,0,0,1,0
takut sekali rezim ini sama 2019 ganti presiden sampai diselidiki kayak jatuhnya helikopter pengangkut warga cina,1,0,0,1,0,0,0,0,1,0,1,0
 agama yang memiliki dan menghormati kitab sucinya kalau ateis komunis maka jelas beda,0,0,0,0,0,0,0,0,0,0,0,0
 hajar boleh hanya untuk bela nomor dua koruptor cuihhhhhh uniform resource locator,1,1,0,1,0,0,0,0,1,0,1,0
 tetap hati hati dengan syiah mereka itu memusuhi sahabat itu sudah fakta lihat kondisi suriah dan lihat hubungan dekat mereka dengan rusia dan komunis cina ,0,0,0,0,0,0,0,0,0,0,0,0
 apa tidak pikir ya semakin hari kesalahan rezim semakin di tampakkan dan bagaimana ini ,0,0,0,0,0,0,0,0,0,0,0,0
 celeng hutan atau celeng peliharaan tetaplah babi begitulah dia ,0,0,0,0,0,0,0,0,0,0,0,0
 perbedaan itu harus terbiasa dalam alam demokrasi sekarang ini jangan orang orang rezim yang sekarang ini pro penguasa gerah begitu dengan perbedaan dulu juga pak ai yang sekarang berkuasa sering kok demo kritik ,0,0,0,0,0,0,0,0,0,0,0,0
